,Time,Day,Week,Month,Year,Holiday,Increase,Integrated Load
1246,6/1/2019,1,22,6,2019,1,-5.891077522,381974
1247,6/2/2019,2,22,6,2019,1,0.411284538,383545
1248,6/3/2019,3,23,6,2019,0,1.262172626,388386
1249,6/4/2019,4,23,6,2019,0,-1.327287801,383231
1250,6/5/2019,5,23,6,2019,0,8.753728169,416778
1251,6/6/2019,6,23,6,2019,0,8.34521016,451559
1252,6/7/2019,7,23,6,2019,0,-3.962715836,433665
1253,6/8/2019,8,23,6,2019,1,-9.558069016,392215
1254,6/9/2019,9,23,6,2019,1,-3.614599136,378038
1255,6/10/2019,10,24,6,2019,0,9.052264587,412259
1256,6/11/2019,11,24,6,2019,0,0.165672551,412942
1257,6/12/2019,12,24,6,2019,0,-2.306377167,403418
1258,6/13/2019,13,24,6,2019,0,-2.181360276,394618
1259,6/14/2019,14,24,6,2019,0,-1.522991855,388608
1260,6/15/2019,15,24,6,2019,1,-3.268332098,375907
1261,6/16/2019,16,24,6,2019,1,3.644518458,389607
1262,6/17/2019,17,25,6,2019,0,12.49207535,438277
1263,6/18/2019,18,25,6,2019,0,0.461123901,440298
1264,6/19/2019,19,25,6,2019,0,-0.392915707,438568
1265,6/20/2019,20,25,6,2019,0,2.243209719,448406
1266,6/21/2019,21,25,6,2019,0,-3.878627851,431014
1267,6/22/2019,22,25,6,2019,1,-9.144714557,391599
1268,6/23/2019,23,25,6,2019,1,3.018649179,403420
1269,6/24/2019,24,26,6,2019,0,16.08175103,468297
1270,6/25/2019,25,26,6,2019,0,6.007725866,496431
1271,6/26/2019,26,26,6,2019,0,3.655694346,514579
1272,6/27/2019,27,26,6,2019,0,2.684330297,528392
1273,6/28/2019,28,26,6,2019,0,0.629078411,531716
1274,6/29/2019,29,26,6,2019,1,-3.81669914,511422
1275,6/30/2019,30,26,6,2019,1,-11.39900122,453125
1276,7/1/2019,1,27,7,2019,0,6.557793103,482840
1277,7/2/2019,2,27,7,2019,0,5.633336095,510040
1278,7/3/2019,3,27,7,2019,0,6.552231198,543459
1279,7/4/2019,4,27,7,2019,0,-5.500138925,513568
1280,7/5/2019,5,27,7,2019,0,5.78443361,543275
1281,7/6/2019,6,27,7,2019,1,-1.404077125,535647
1282,7/7/2019,7,27,7,2019,1,-10.01779157,481987
1283,7/8/2019,8,28,7,2019,0,0.546280294,484620
1284,7/9/2019,9,28,7,2019,0,6.22590896,514792
1285,7/10/2019,10,28,7,2019,0,7.972346113,555833
1286,7/11/2019,11,28,7,2019,0,0.359100665,557829
1287,7/12/2019,12,28,7,2019,0,-4.516975632,532632
1288,7/13/2019,13,28,7,2019,1,-7.141703841,494593
1289,7/14/2019,14,28,7,2019,1,3.411896246,511468
1290,7/15/2019,15,29,7,2019,0,3.547631523,529613
1291,7/16/2019,16,29,7,2019,0,7.351405649,568547
1292,7/17/2019,17,29,7,2019,0,5.653886134,600692
1293,7/18/2019,18,29,7,2019,0,-7.154415241,557716
1294,7/19/2019,19,29,7,2019,0,4.998422136,585593
1295,7/20/2019,20,29,7,2019,1,6.447139908,623347
1296,7/21/2019,21,29,7,2019,1,-0.613783334,619521
1297,7/22/2019,22,30,7,2019,0,-7.389902844,573739
1298,7/23/2019,23,30,7,2019,0,-13.62832229,495548
1299,7/24/2019,24,30,7,2019,0,-0.828577655,491442
1300,7/25/2019,25,30,7,2019,0,1.958522064,501067
1301,7/26/2019,26,30,7,2019,0,3.39515474,518079
1302,7/27/2019,27,30,7,2019,1,-3.497150049,499961
1303,7/28/2019,28,30,7,2019,1,4.902782417,524473
1304,7/29/2019,29,31,7,2019,0,13.92922038,597528
1305,7/30/2019,30,31,7,2019,0,2.147012358,610357
1306,7/31/2019,31,31,7,2019,0,-7.594244024,564005
1307,8/1/2019,1,31,8,2019,0,-5.643389686,532176
1308,8/2/2019,2,31,8,2019,0,-2.239860497,520256
1309,8/3/2019,3,31,8,2019,1,-2.964309878,504834
1310,8/4/2019,4,31,8,2019,1,-2.906896128,490159
1311,8/5/2019,5,32,8,2019,0,3.416034389,506903
1312,8/6/2019,6,32,8,2019,0,2.164319406,517874
1313,8/7/2019,7,32,8,2019,0,1.137728482,523766
1314,8/8/2019,8,32,8,2019,0,-1.043786729,518299
1315,8/9/2019,9,32,8,2019,0,-5.199701331,491349
1316,8/10/2019,10,32,8,2019,1,-11.98618497,432455
1317,8/11/2019,11,32,8,2019,1,-3.285428542,418247
1318,8/12/2019,12,33,8,2019,0,18.77670372,496780
1319,8/13/2019,13,33,8,2019,0,3.468537381,514011
1320,8/14/2019,14,33,8,2019,0,-1.057759464,508574
1321,8/15/2019,15,33,8,2019,0,-1.303841722,501943
1322,8/16/2019,16,33,8,2019,0,-0.935962848,497245
1323,8/17/2019,17,33,8,2019,1,-0.726804694,493631
1324,8/18/2019,18,33,8,2019,1,3.674809726,511771
1325,8/19/2019,19,34,8,2019,0,9.653731845,561176
1326,8/20/2019,20,34,8,2019,0,-1.384235962,553408
1327,8/21/2019,21,34,8,2019,0,2.397688505,566677
1328,8/22/2019,22,34,8,2019,0,-2.856477323,550490
1329,8/23/2019,23,34,8,2019,0,-15.76141256,463725
1330,8/24/2019,24,34,8,2019,1,-14.17628983,397986
1331,8/25/2019,25,34,8,2019,1,-2.100073872,389628
1332,8/26/2019,26,35,8,2019,0,7.609052737,419275
1333,8/27/2019,27,35,8,2019,0,1.487806332,425513
1334,8/28/2019,28,35,8,2019,0,6.947378811,455075
1335,8/29/2019,29,35,8,2019,0,-0.167005439,454315
1336,8/30/2019,30,35,8,2019,0,2.029869144,463537
1337,8/31/2019,31,35,8,2019,1,-9.817555017,418029
1338,9/1/2019,1,35,9,2019,1,-6.415583608,391210
1339,9/2/2019,2,36,9,2019,0,6.432862146,416376
1340,9/3/2019,3,36,9,2019,0,10.81882721,461423
1341,9/4/2019,4,36,9,2019,0,5.52464875,486915
1342,9/5/2019,5,36,9,2019,0,-10.55851637,435504
1343,9/6/2019,6,36,9,2019,0,-6.70510489,406303
1344,9/7/2019,7,36,9,2019,1,-9.217751284,368851
1345,9/8/2019,8,36,9,2019,1,1.941705458,376013
1346,9/9/2019,9,37,9,2019,0,12.20941829,421922
1347,9/10/2019,10,37,9,2019,0,4.16806898,439508
1348,9/11/2019,11,37,9,2019,0,13.83228519,500302
1349,9/12/2019,12,37,9,2019,0,-5.725142014,471659
1350,9/13/2019,13,37,9,2019,0,-15.12278998,400331
1351,9/14/2019,14,37,9,2019,1,-3.154639536,387702
1352,9/15/2019,15,37,9,2019,1,5.27131663,408139
1353,9/16/2019,16,38,9,2019,0,7.00202627,436717
1354,9/17/2019,17,38,9,2019,0,-5.797118042,411400
1355,9/18/2019,18,38,9,2019,0,-4.058337385,394704
1356,9/19/2019,19,38,9,2019,0,-2.686570189,384100
1357,9/20/2019,20,38,9,2019,0,2.381150742,393246
1358,9/21/2019,21,38,9,2019,1,-0.621748219,390801
1359,9/22/2019,22,38,9,2019,1,8.274287937,423137
1360,9/23/2019,23,39,9,2019,0,17.0890279,495447
1361,9/24/2019,24,39,9,2019,0,-11.42503638,438842
1362,9/25/2019,25,39,9,2019,0,-4.833174582,417632
1363,9/26/2019,26,39,9,2019,0,2.404509233,427674
1364,9/27/2019,27,39,9,2019,0,-5.992414783,402046
1365,9/28/2019,28,39,9,2019,1,0.276087811,403156
1366,9/29/2019,29,39,9,2019,1,-2.141850797,394521
1367,9/30/2019,30,40,9,2019,0,1.024280076,398562
1368,10/1/2019,1,40,10,2019,0,9.591481376,436790
1369,10/2/2019,2,40,10,2019,0,9.381396094,477767
1370,10/3/2019,3,40,10,2019,0,-16.55346644,398680
1371,10/4/2019,4,40,10,2019,0,-4.477275008,380830
1372,10/5/2019,5,40,10,2019,1,-9.629756059,344157
1373,10/6/2019,6,40,10,2019,1,3.875556795,357495
1374,10/7/2019,7,41,10,2019,0,13.27431153,404950
1375,10/8/2019,8,41,10,2019,0,-5.889862946,381099
1376,10/9/2019,9,41,10,2019,0,-1.415642655,375704
1377,10/10/2019,10,41,10,2019,0,-0.370770607,374311
1378,10/11/2019,11,41,10,2019,0,-0.336885638,373050
1379,10/12/2019,12,41,10,2019,1,-7.01836215,346868
1380,10/13/2019,13,41,10,2019,1,-2.810867535,337118
1381,10/14/2019,14,42,10,2019,0,11.16434008,374755
1382,10/15/2019,15,42,10,2019,0,-0.436818722,373118
1383,10/16/2019,16,42,10,2019,0,3.850524499,387485
1384,10/17/2019,17,42,10,2019,0,-0.930616669,383879
1385,10/18/2019,18,42,10,2019,0,-1.82896173,376858
1386,10/19/2019,19,42,10,2019,1,-8.445090724,345032
1387,10/20/2019,20,42,10,2019,1,1.179890561,349103
1388,10/21/2019,21,43,10,2019,0,7.140586016,374031
1389,10/22/2019,22,43,10,2019,0,2.579732696,383680
1390,10/23/2019,23,43,10,2019,0,-2.161436614,375387
1391,10/24/2019,24,43,10,2019,0,0.593254428,377614
1392,10/25/2019,25,43,10,2019,0,0.079446207,377914
1393,10/26/2019,26,43,10,2019,1,-8.447953767,345988
1394,10/27/2019,27,43,10,2019,1,3.320057343,357475
1395,10/28/2019,28,44,10,2019,0,4.910553186,375029
1396,10/29/2019,29,44,10,2019,0,1.090049036,379117
1397,10/30/2019,30,44,10,2019,0,0.849078253,382336
1398,10/31/2019,31,44,10,2019,0,2.945576666,393598
1399,11/1/2019,1,44,11,2019,0,-4.169990701,377185
1400,11/2/2019,2,44,11,2019,1,-5.245966833,357398
1401,11/3/2019,3,44,11,2019,1,4.137684039,372186
1402,11/4/2019,4,45,11,2019,0,5.31293493,391960
1403,11/5/2019,5,45,11,2019,0,0.354883151,393351
1404,11/6/2019,6,45,11,2019,0,-1.160541094,388786
1405,11/7/2019,7,45,11,2019,0,3.329595201,401731
1406,11/8/2019,8,45,11,2019,0,2.19749036,410559
1407,11/9/2019,9,45,11,2019,1,-4.762287515,391007
1408,11/10/2019,10,45,11,2019,1,-3.9748649,375465
1409,11/11/2019,11,46,11,2019,0,6.866951647,401248
1410,11/12/2019,12,46,11,2019,0,6.799286227,428530
1411,11/13/2019,13,46,11,2019,0,3.947914965,445448
1412,11/14/2019,14,46,11,2019,0,-1.427327095,439090
1413,11/15/2019,15,46,11,2019,0,-4.920175818,417486
1414,11/16/2019,16,46,11,2019,1,-4.586501104,398338
1415,11/17/2019,17,46,11,2019,1,0.837479728,401674
1416,11/18/2019,18,47,11,2019,0,5.209697416,422600
1417,11/19/2019,19,47,11,2019,0,-1.659015618,415589
1418,11/20/2019,20,47,11,2019,0,0.463919882,417517
1419,11/21/2019,21,47,11,2019,0,-1.848068462,409801
1420,11/22/2019,22,47,11,2019,0,0.279403906,410946
1421,11/23/2019,23,47,11,2019,1,-5.476145284,388442
1422,11/24/2019,24,47,11,2019,1,0.38744523,389947
1423,11/25/2019,25,48,11,2019,0,4.37649219,407013
1424,11/26/2019,26,48,11,2019,0,-1.805593433,399664
1425,11/27/2019,27,48,11,2019,0,0.488410265,401616
1426,11/28/2019,28,48,11,2019,0,-7.68246285,370762
1427,11/29/2019,29,48,11,2019,0,6.951359632,396535
1428,11/30/2019,30,48,11,2019,1,-0.366171965,395083
1429,12/1/2019,1,48,12,2019,1,6.142000542,419349
1430,12/2/2019,2,49,12,2019,0,6.037691756,444668
1431,12/3/2019,3,49,12,2019,0,-0.101199097,444218
1432,12/4/2019,4,49,12,2019,0,-0.445727098,442238
1433,12/5/2019,5,49,12,2019,0,-1.039259403,437642
1434,12/6/2019,6,49,12,2019,0,-0.363767646,436050
1435,12/7/2019,7,49,12,2019,1,-4.385964912,416925
1436,12/8/2019,8,49,12,2019,1,0.010793308,416970
1437,12/9/2019,9,50,12,2019,0,2.348130561,426761
1438,12/10/2019,10,50,12,2019,0,-2.072354315,417917
1439,12/11/2019,11,50,12,2019,0,6.30914751,444284
1440,12/12/2019,12,50,12,2019,0,2.182612923,453981
1441,12/13/2019,13,50,12,2019,0,-3.169736178,439591
1442,12/14/2019,14,50,12,2019,1,-9.555245672,397587
1443,12/15/2019,15,50,12,2019,1,0.881819577,401093
1444,12/16/2019,16,51,12,2019,0,10.81868794,444486
1445,12/17/2019,17,51,12,2019,0,2.393101245,455123
1446,12/18/2019,18,51,12,2019,0,0.670148509,458173
1447,12/19/2019,19,51,12,2019,0,6.678481709,488772
1448,12/20/2019,20,51,12,2019,0,-2.772867513,475219
1449,12/21/2019,21,51,12,2019,1,-6.218817009,445666
1450,12/22/2019,22,51,12,2019,1,-6.763585286,415523
1451,12/23/2019,23,52,12,2019,0,0.547502786,417798
1452,12/24/2019,24,52,12,2019,0,-3.974169335,401194
1453,12/25/2019,25,52,12,2019,0,-4.9071023,381507
1454,12/26/2019,26,52,12,2019,0,9.155008951,416434
1455,12/27/2019,27,52,12,2019,0,-2.502197227,406014
1456,12/28/2019,28,52,12,2019,1,-5.316319142,384429
1457,12/29/2019,29,52,12,2019,1,1.683275715,390900
1458,12/30/2019,30,1,12,2019,0,7.453568688,420036
1459,12/31/2019,31,1,12,2019,0,-2.154101077,410988
1460,1/1/2020,1,1,1,2020,0,-3.813736654,395314
1461,1/2/2020,2,1,1,2020,0,5.481971294,416985
1462,1/3/2020,3,1,1,2020,0,-1.320191374,411480
1463,1/4/2020,4,1,1,2020,1,-5.250558958,389875
1464,1/5/2020,5,1,1,2020,1,1.708496313,396536
1465,1/6/2020,6,2,1,2020,0,9.032723385,432354
1466,1/7/2020,7,2,1,2020,0,0.08650319,432728
1467,1/8/2020,8,2,1,2020,0,2.090458671,441774
1468,1/9/2020,9,2,1,2020,0,3.473269138,457118
1469,1/10/2020,10,2,1,2020,0,-5.89738317,430160
1470,1/11/2020,11,2,1,2020,1,-12.93355961,374525
1471,1/12/2020,12,2,1,2020,1,-2.05807356,366817
1472,1/13/2020,13,3,1,2020,0,14.42517659,419731
1473,1/14/2020,14,3,1,2020,0,-0.351177302,418257
1474,1/15/2020,15,3,1,2020,0,-2.42745489,408104
1475,1/16/2020,16,3,1,2020,0,3.995795189,424411
1476,1/17/2020,17,3,1,2020,0,7.886223496,457881
1477,1/18/2020,18,3,1,2020,1,-1.919712764,449091
1478,1/19/2020,19,3,1,2020,1,-8.064957882,412872
1479,1/20/2020,20,4,1,2020,0,10.34218838,455572
1480,1/21/2020,21,4,1,2020,0,2.39259656,466472
1481,1/22/2020,22,4,1,2020,0,-2.894385944,452970.5
1482,1/23/2020,23,4,1,2020,0,-2.980657681,439469
1483,1/24/2020,24,4,1,2020,0,-4.458562492,419875
1484,1/25/2020,25,4,1,2020,1,-4.021673117,402989
1485,1/26/2020,26,4,1,2020,1,-3.24177583,389925
1486,1/27/2020,27,5,1,2020,0,8.727319356,423955
1487,1/28/2020,28,5,1,2020,0,0.824851694,427452
1488,1/29/2020,29,5,1,2020,0,1.187033866,432526
1489,1/30/2020,30,5,1,2020,0,2.583428511,443700
1490,1/31/2020,31,5,1,2020,0,-2.135451882,434225
1491,2/1/2020,1,5,2,2020,1,-7.341355288,402347
1492,2/2/2020,2,5,2,2020,1,-2.045000957,394119
1493,2/3/2020,3,6,2,2020,0,4.268254005,410941
1494,2/4/2020,4,6,2,2020,0,1.072173378,415347
1495,2/5/2020,5,6,2,2020,0,1.281579017,420670
1496,2/6/2020,6,6,2,2020,0,3.090070602,433669
1497,2/7/2020,7,6,2,2020,0,-0.583624838,431138
1498,2/8/2020,8,6,2,2020,1,-3.721778178,415092
1499,2/9/2020,9,6,2,2020,1,-1.843446754,407440
1500,2/10/2020,10,7,2,2020,0,4.323581386,425056
1501,2/11/2020,11,7,2,2020,0,-1.282183995,419606
1502,2/12/2020,12,7,2,2020,0,-0.931826523,415696
1503,2/13/2020,13,7,2,2020,0,3.132577653,428718
1504,2/14/2020,14,7,2,2020,0,3.032529542,441719
1505,2/15/2020,15,7,2,2020,1,-1.143487149,436668
1506,2/16/2020,16,7,2,2020,1,-7.84280048,402421
1507,2/17/2020,17,8,2,2020,0,0.931859918,406171
1508,2/18/2020,18,8,2,2020,0,5.57449941,428813
1509,2/19/2020,19,8,2,2020,0,-2.97495645,416056
1510,2/20/2020,20,8,2,2020,0,5.498057954,438931
1511,2/21/2020,21,8,2,2020,0,0.412365497,440741
1512,2/22/2020,22,8,2,2020,1,-9.758111907,397733
1513,2/23/2020,23,8,2,2020,1,49.81218556,595852.5
1514,2/24/2020,24,9,2,2020,0,33.2497556,793972
1515,2/25/2020,25,9,2,2020,0,-49.12074985,403967
1516,2/26/2020,26,9,2,2020,0,1.705089772,410855
1517,2/27/2020,27,9,2,2020,0,2.895912183,422753
1518,2/28/2020,28,9,2,2020,0,2.879932254,434928
1519,2/29/2020,29,9,2,2020,1,-4.800334768,414050
1520,3/1/2020,1,9,3,2020,1,-4.08404782,397140
1521,3/2/2020,2,10,3,2020,0,1.778717833,404204
1522,3/3/2020,3,10,3,2020,0,-3.042028283,391908
1523,3/4/2020,4,10,3,2020,0,0.367943497,393350
1524,3/5/2020,5,10,3,2020,0,0.117706877,393813
1525,3/6/2020,6,10,3,2020,0,3.792409088,408748
1526,3/7/2020,7,10,3,2020,1,-6.843580886,380775
1527,3/8/2020,8,10,3,2020,1,-7.902041888,350686
1528,3/9/2020,9,11,3,2020,0,7.301118379,376290
1529,3/10/2020,10,11,3,2020,0,1.630657206,382426
1530,3/11/2020,11,11,3,2020,0,0.602469497,384730
1531,3/12/2020,12,11,3,2020,0,2.425077327,394060
1532,3/13/2020,13,11,3,2020,0,-2.373496422,384707
1533,3/14/2020,14,11,3,2020,1,-5.826772063,362291
1534,3/15/2020,15,11,3,2020,1,-2.337347602,353823
1535,3/16/2020,16,12,3,2020,0,10.57647468,391245
1536,3/17/2020,17,12,3,2020,0,0.922951092,394856
1537,3/18/2020,18,12,3,2020,0,-4.559890188,376851
1538,3/19/2020,19,12,3,2020,0,0.864001953,380107
1539,3/20/2020,20,12,3,2020,0,-3.216462733,367881
1540,3/21/2020,21,12,3,2020,1,-6.506179988,343946
1541,3/22/2020,22,12,3,2020,1,2.45096614,352376
1542,3/23/2020,23,13,3,2020,0,12.2956728,395703
1543,3/24/2020,24,13,3,2020,0,-6.198082906,371177
1544,3/25/2020,25,13,3,2020,0,0.817130372,374210
1545,3/26/2020,26,13,3,2020,0,-5.042088667,355342
1546,3/27/2020,27,13,3,2020,0,-4.386759798,339754
1547,3/28/2020,28,13,3,2020,1,2.311083902,347606
1548,3/29/2020,29,13,3,2020,1,-0.848374309,344657
1549,3/30/2020,30,14,3,2020,0,4.803906493,361214
1550,3/31/2020,31,14,3,2020,0,0.039311876,361356
1551,4/1/2020,1,14,4,2020,0,-3.151462823,349968
1552,4/2/2020,2,14,4,2020,0,0.474043341,351627
1553,4/3/2020,3,14,4,2020,0,1.902868665,358318
1554,4/4/2020,4,14,4,2020,1,-8.446966103,328051
1555,4/5/2020,5,14,4,2020,1,-1.87653749,321895
1556,4/6/2020,6,15,4,2020,0,3.612979388,333525
1557,4/7/2020,7,15,4,2020,0,-0.751967619,331017
1558,4/8/2020,8,15,4,2020,0,2.234930532,338415
1559,4/9/2020,9,15,4,2020,0,4.162640545,352502
1560,4/10/2020,10,15,4,2020,0,1.554033736,357980
1561,4/11/2020,11,15,4,2020,1,-6.746466283,333829
1562,4/12/2020,12,15,4,2020,1,-2.698387498,324821
1563,4/13/2020,13,16,4,2020,0,7.147629002,348038
1564,4/14/2020,14,16,4,2020,0,-2.157235704,340530
1565,4/15/2020,15,16,4,2020,0,1.585469709,345929
1566,4/16/2020,16,16,4,2020,0,2.289487149,353849
1567,4/17/2020,17,16,4,2020,0,0.649994772,356149
1568,4/18/2020,18,16,4,2020,1,-2.882782206,345882
1569,4/19/2020,19,16,4,2020,1,-5.847369912,325657
1570,4/20/2020,20,17,4,2020,0,4.295930995,339647
1571,4/21/2020,21,17,4,2020,0,5.45448657,358173
1572,4/22/2020,22,17,4,2020,0,0.409578611,359640
1573,4/23/2020,23,17,4,2020,0,0.613669225,361847
1574,4/24/2020,24,17,4,2020,0,-0.884628033,358646
1575,4/25/2020,25,17,4,2020,1,-11.38727324,317806
1576,4/26/2020,26,17,4,2020,1,5.588944199,335568
1577,4/27/2020,27,18,4,2020,0,6.121859057,356111
1578,4/28/2020,28,18,4,2020,0,-5.216912704,337533
1579,4/29/2020,29,18,4,2020,0,2.504347723,345986
1580,4/30/2020,30,18,4,2020,0,1.427225379,350924
1581,5/1/2020,1,18,5,2020,0,-3.208956925,339663
1582,5/2/2020,2,18,5,2020,1,-8.483114145,310849
1583,5/3/2020,3,18,5,2020,1,-0.868910629,308148
1584,5/4/2020,4,19,5,2020,0,9.457793009,337292
1585,5/5/2020,5,19,5,2020,0,-1.480319723,332299
1586,5/6/2020,6,19,5,2020,0,3.740607104,344729
1587,5/7/2020,7,19,5,2020,0,-2.727939918,335325
1588,5/8/2020,8,19,5,2020,0,3.339148587,346522
1589,5/9/2020,9,19,5,2020,1,-0.692019554,344124
1590,5/10/2020,10,19,5,2020,1,-6.314293685,322395
1591,5/11/2020,11,20,5,2020,0,8.361792211,349353
1592,5/12/2020,12,20,5,2020,0,-0.779440852,346630
1593,5/13/2020,13,20,5,2020,0,-2.112915789,339306
1594,5/14/2020,14,20,5,2020,0,-0.391681845,337977
1595,5/15/2020,15,20,5,2020,0,3.406740695,349491
1596,5/16/2020,16,20,5,2020,1,-5.641060857,329776
1597,5/17/2020,17,20,5,2020,1,-4.493959536,314956
1598,5/18/2020,18,21,5,2020,0,7.568993764,338795
1599,5/19/2020,19,21,5,2020,0,-1.891999587,332385
1600,5/20/2020,20,21,5,2020,0,-0.262346375,331513
1601,5/21/2020,21,21,5,2020,0,0.437991874,332965
1602,5/22/2020,22,21,5,2020,0,4.286937065,347239
1603,5/23/2020,23,21,5,2020,1,-1.393276677,342401
1604,5/24/2020,24,21,5,2020,1,-6.067739288,321625
1605,5/25/2020,25,22,5,2020,0,5.542168675,339450
1606,5/26/2020,26,22,5,2020,0,15.74723818,392904
1607,5/27/2020,27,22,5,2020,0,4.101765317,409020
1608,5/28/2020,28,22,5,2020,0,-0.530536404,406850
1609,5/29/2020,29,22,5,2020,0,2.104461104,415412
1610,5/30/2020,30,22,5,2020,1,-11.35114055,368258
1611,5/31/2020,31,22,5,2020,1,-11.72981985,325062
1612,6/1/2020,1,23,6,2020,0,5.480185318,342876
1613,6/2/2020,2,23,6,2020,0,3.481725172,354814
1614,6/3/2020,3,23,6,2020,0,9.171565947,387356
1615,6/4/2020,4,23,6,2020,0,8.942161732,421994
1616,6/5/2020,5,23,6,2020,0,3.7152187,437672
1617,6/6/2020,6,23,6,2020,1,-3.4985103,422360
1618,6/7/2020,7,23,6,2020,1,-15.56136945,356635
1619,6/8/2020,8,24,6,2020,0,7.523378244,383466
1620,6/9/2020,9,24,6,2020,0,13.51645257,435297
1621,6/10/2020,10,24,6,2020,0,10.14962198,479478
1622,6/11/2020,11,24,6,2020,0,-4.213540559,459275
1623,6/12/2020,12,24,6,2020,0,-6.732567634,428354
1624,6/13/2020,13,24,6,2020,1,-16.64721235,357045
1625,6/14/2020,14,24,6,2020,1,-5.382514809,337827
1626,6/15/2020,15,25,6,2020,0,10.67824656,373901
1627,6/16/2020,16,25,6,2020,0,3.252732675,386063
1628,6/17/2020,17,25,6,2020,0,4.972245463,405259
1629,6/18/2020,18,25,6,2020,0,8.029926541,437801
1630,6/19/2020,19,25,6,2020,0,4.951107923,459477
1631,6/20/2020,20,25,6,2020,1,-1.044013084,454680
1632,6/21/2020,21,25,6,2020,1,2.825063781,467525
1633,6/22/2020,22,26,6,2020,0,13.2258168,529359
1634,6/23/2020,23,26,6,2020,0,-0.234056661,528120
1635,6/24/2020,24,26,6,2020,0,-6.486215254,493865
1636,6/25/2020,25,26,6,2020,0,-5.912141982,464667
1637,6/26/2020,26,26,6,2020,0,1.404877041,471195
1638,6/27/2020,27,26,6,2020,1,-7.602372691,435373
1639,6/28/2020,28,26,6,2020,1,5.696265042,460173
1640,6/29/2020,29,27,6,2020,0,6.788968497,491414
1641,6/30/2020,30,27,6,2020,0,-5.938984237,462229
1642,7/1/2020,1,27,7,2020,0,0.996475773,466835
1643,7/2/2020,2,27,7,2020,0,8.079514175,504553
1644,7/3/2020,3,27,7,2020,0,0.360318936,506371
1645,7/4/2020,4,27,7,2020,1,-9.042381969,460583
1646,7/5/2020,5,27,7,2020,1,4.439807809,481032
1647,7/6/2020,6,28,7,2020,0,11.13834423,534611
1648,7/7/2020,7,28,7,2020,0,-3.095521791,518062
1649,7/8/2020,8,28,7,2020,0,5.413830777,546109
1650,7/9/2020,9,28,7,2020,0,4.052670804,568241
1651,7/10/2020,10,28,7,2020,0,-5.212049113,538624
1652,7/11/2020,11,28,7,2020,1,-6.137676747,505565
1653,7/12/2020,12,28,7,2020,1,-2.951549257,490643
1654,7/13/2020,13,29,7,2020,0,6.538766476,522725
